payment_id,sale_id,payment_date,amount_paid,payment_method
73,37,2024-02-09,20000.0,UPI
74,38,2024-02-10,12000.0,Cash
75,38,2024-02-11,9000.0,Card
76,38,2024-02-12,6000.0,UPI
77,39,2024-02-11,27000.0,Card
78,39,2024-02-12,18000.0,Cash
79,40,2024-02-12,17500.0,UPI
80,41,2024-02-13,16000.0,Cash
81,41,2024-02-14,12000.0,Cash
82,41,2024-02-15,8000.0,Card
83,42,2024-02-14,18000.0,UPI
84,42,2024-02-15,12000.0,Cash
85,43,2024-02-15,22500.0,Card
86,44,2024-02-16,14000.0,Cash
87,44,2024-02-17,10500.0,UPI
88,44,2024-02-18,7000.0,Cash
89,45,2024-02-17,24000.0,Cash
90,45,2024-02-18,16000.0,Cash
91,46,2024-02-18,15000.0,Card
92,47,2024-02-19,18000.0,Cash
93,47,2024-02-20,13500.0,UPI
94,47,2024-02-21,9000.0,Card
95,48,2024-02-20,21000.0,UPI
96,48,2024-02-21,14000.0,UPI
97,49,2024-02-21,20000.0,Card
98,50,2024-02-22,12000.0,Card
99,50,2024-02-23,9000.0,UPI
100,50,2024-02-24,6000.0,Card
101,51,2024-02-23,27000.0,Cash
102,51,2024-02-24,18000.0,UPI
103,52,2024-02-24,17500.0,Cash
104,53,2024-02-25,16000.0,Card
105,53,2024-02-26,12000.0,Cash
106,53,2024-02-27,8000.0,UPI
107,54,2024-02-26,18000.0,Card
108,54,2024-02-27,12000.0,Cash
109,55,2024-02-27,22500.0,UPI
110,56,2024-02-28,14000.0,UPI
111,56,2024-02-29,10500.0,UPI
112,56,2024-03-01,7000.0,UPI
113,57,2024-02-29,24000.0,Cash
114,57,2024-03-01,16000.0,Cash
115,58,2024-03-01,15000.0,Card
116,59,2024-03-02,18000.0,UPI
117,59,2024-03-03,13500.0,UPI
118,59,2024-03-04,9000.0,UPI
119,60,2024-03-03,21000.0,Card
120,60,2024-03-04,14000.0,Cash
121,61,2024-03-04,20000.0,UPI
122,62,2024-03-05,12000.0,UPI
123,62,2024-03-06,9000.0,UPI
124,62,2024-03-07,6000.0,UPI
125,63,2024-03-06,27000.0,Cash
126,63,2024-03-07,18000.0,Card
127,64,2024-03-07,17500.0,Card
128,65,2024-03-08,16000.0,Card
129,65,2024-03-09,12000.0,Cash
130,65,2024-03-10,8000.0,UPI
131,66,2024-03-09,18000.0,Cash
132,66,2024-03-10,12000.0,UPI
133,67,2024-03-10,22500.0,Card
134,68,2024-03-11,14000.0,Cash
135,68,2024-03-12,10500.0,Card
136,68,2024-03-13,7000.0,Cash
137,69,2024-03-12,24000.0,Cash
138,69,2024-03-13,16000.0,UPI
139,70,2024-03-13,15000.0,UPI
140,71,2024-03-14,18000.0,UPI
141,71,2024-03-15,13500.0,Cash
142,71,2024-03-16,9000.0,Cash
143,72,2024-03-15,21000.0,UPI
144,72,2024-03-16,14000.0,Card
145,73,2024-03-16,20000.0,Cash
146,74,2024-03-17,12000.0,Card
147,74,2024-03-18,9000.0,UPI
148,74,2024-03-19,6000.0,Card
149,75,2024-03-18,27000.0,Card
150,75,2024-03-19,18000.0,UPI
151,76,2024-03-19,17500.0,Cash
152,77,2024-03-20,16000.0,Cash
153,77,2024-03-21,12000.0,Card
154,77,2024-03-22,8000.0,UPI
155,78,2024-03-21,18000.0,Cash
156,78,2024-03-22,12000.0,UPI
157,79,2024-03-22,22500.0,Cash
158,80,2024-03-23,14000.0,UPI
159,80,2024-03-24,10500.0,Card
160,80,2024-03-25,7000.0,Card
161,81,2024-03-24,24000.0,UPI
162,81,2024-03-25,16000.0,Cash
163,82,2024-03-25,15000.0,UPI
164,83,2024-03-26,18000.0,Cash
165,83,2024-03-27,13500.0,UPI
166,83,2024-03-28,9000.0,Cash
167,84,2024-03-27,21000.0,Card
168,84,2024-03-28,14000.0,Cash
169,85,2024-03-28,20000.0,Card
170,86,2024-03-29,12000.0,Card
171,86,2024-03-30,9000.0,UPI
172,86,2024-03-31,6000.0,Card
173,87,2024-03-30,27000.0,UPI
174,87,2024-03-31,18000.0,Cash
175,88,2024-03-31,17500.0,UPI
176,89,2024-04-01,16000.0,Card
177,89,2024-04-02,12000.0,UPI
178,89,2024-04-03,8000.0,Cash
179,90,2024-04-02,18000.0,UPI
180,90,2024-04-03,12000.0,Card
181,91,2024-04-03,22500.0,UPI
182,92,2024-04-04,14000.0,Card
183,92,2024-04-05,10500.0,Cash
184,92,2024-04-06,7000.0,Cash
185,93,2024-04-05,24000.0,Cash
186,93,2024-04-06,16000.0,UPI
187,94,2024-04-06,15000.0,Cash
188,95,2024-04-07,18000.0,Cash
189,95,2024-04-08,13500.0,UPI
190,95,2024-04-09,9000.0,Cash
191,96,2024-04-08,21000.0,UPI
192,96,2024-04-09,14000.0,UPI
193,97,2024-04-09,20000.0,Cash
194,98,2024-04-10,12000.0,UPI
195,98,2024-04-11,9000.0,UPI
196,98,2024-04-12,6000.0,Card
197,99,2024-04-11,27000.0,Cash
198,99,2024-04-12,18000.0,Cash
199,100,2024-04-12,17500.0,UPI
200,101,2024-04-13,16000.0,Cash
201,101,2024-04-14,12000.0,UPI
202,101,2024-04-15,8000.0,UPI
203,102,2024-04-14,18000.0,Cash
204,102,2024-04-15,12000.0,Card
205,103,2024-04-15,22500.0,Cash
206,104,2024-04-16,14000.0,UPI
207,104,2024-04-17,10500.0,UPI
208,104,2024-04-18,7000.0,UPI
209,105,2024-04-17,24000.0,Card
210,105,2024-04-18,16000.0,UPI
211,106,2024-04-18,15000.0,Card
212,107,2024-04-19,18000.0,Cash
213,107,2024-04-20,13500.0,UPI
214,107,2024-04-21,9000.0,UPI
215,108,2024-04-20,21000.0,UPI
216,108,2024-04-21,14000.0,Cash
217,109,2024-04-21,20000.0,Cash
218,110,2024-04-22,12000.0,Card
219,110,2024-04-23,9000.0,UPI
220,110,2024-04-24,6000.0,Card
221,111,2024-04-23,27000.0,Cash
222,111,2024-04-24,18000.0,Card
223,112,2024-04-24,17500.0,UPI
224,113,2024-04-25,16000.0,Cash
225,113,2024-04-26,12000.0,Card
226,113,2024-04-27,8000.0,UPI
227,114,2024-04-26,18000.0,UPI
228,114,2024-04-27,12000.0,Card
229,115,2024-04-27,22500.0,Cash
230,116,2024-04-28,14000.0,Cash
231,116,2024-04-29,10500.0,Cash
232,116,2024-04-30,7000.0,Cash
233,117,2024-04-29,24000.0,Cash
234,117,2024-04-30,16000.0,UPI
235,118,2024-04-30,15000.0,UPI
236,119,2024-05-01,18000.0,Cash
237,119,2024-05-02,13500.0,Cash
238,119,2024-05-03,9000.0,Card
239,120,2024-05-02,21000.0,UPI
240,120,2024-05-03,14000.0,Cash
241,121,2024-05-03,20000.0,Card
242,122,2024-05-04,12000.0,Cash
243,122,2024-05-05,9000.0,Card
244,122,2024-05-06,6000.0,Card
245,123,2024-05-05,27000.0,Cash
246,123,2024-05-06,18000.0,UPI
247,124,2024-05-06,17500.0,UPI
248,125,2024-05-07,16000.0,UPI
249,125,2024-05-08,12000.0,Card
250,125,2024-05-09,8000.0,Cash
251,126,2024-05-08,18000.0,Cash
252,126,2024-05-09,12000.0,Cash
253,127,2024-05-09,22500.0,UPI
254,128,2024-05-10,14000.0,Cash
255,128,2024-05-11,10500.0,Cash
256,128,2024-05-12,7000.0,UPI
257,129,2024-05-11,24000.0,Card
258,129,2024-05-12,16000.0,UPI
259,130,2024-05-12,15000.0,Cash
260,131,2024-05-13,18000.0,Card
261,131,2024-05-14,13500.0,Cash
262,131,2024-05-15,9000.0,Card
263,132,2024-05-14,21000.0,Card
264,132,2024-05-15,14000.0,Card
265,133,2024-05-15,20000.0,UPI
266,134,2024-05-16,12000.0,UPI
267,134,2024-05-17,9000.0,Card
268,134,2024-05-18,6000.0,Cash
269,135,2024-05-17,27000.0,Card
270,135,2024-05-18,18000.0,Cash
271,136,2024-05-18,17500.0,UPI
272,137,2024-05-19,16000.0,Cash
273,137,2024-05-20,12000.0,Card
274,137,2024-05-21,8000.0,UPI
275,138,2024-05-20,18000.0,Cash
276,138,2024-05-21,12000.0,UPI
277,139,2024-05-21,22500.0,Cash
278,140,2024-05-22,14000.0,Cash
279,140,2024-05-23,10500.0,Cash
280,140,2024-05-24,7000.0,UPI
281,141,2024-05-23,24000.0,Card
282,141,2024-05-24,16000.0,Card
283,142,2024-05-24,15000.0,Cash
284,143,2024-05-25,18000.0,Card
285,143,2024-05-26,13500.0,UPI
286,143,2024-05-27,9000.0,Card
287,144,2024-05-26,21000.0,UPI
288,144,2024-05-27,14000.0,UPI
289,145,2024-05-27,20000.0,Cash
290,146,2024-05-28,12000.0,UPI
291,146,2024-05-29,9000.0,Card
292,146,2024-05-30,6000.0,Cash
293,147,2024-05-29,27000.0,Card
294,147,2024-05-30,18000.0,Card
295,148,2024-05-30,17500.0,Card
296,149,2024-05-31,16000.0,UPI
297,149,2024-06-01,12000.0,Card
298,149,2024-06-02,8000.0,UPI
299,150,2024-01-03,18000.0,Cash
300,150,2024-01-04,12000.0,UPI
301,151,2024-01-04,22500.0,Card
302,152,2024-01-05,14000.0,UPI
303,152,2024-01-06,10500.0,UPI
304,152,2024-01-07,7000.0,Cash
305,153,2024-01-06,24000.0,Cash
306,153,2024-01-07,16000.0,Cash
307,154,2024-01-07,15000.0,Card
308,155,2024-01-08,18000.0,Card
309,155,2024-01-09,13500.0,UPI
310,155,2024-01-10,9000.0,Cash
311,156,2024-01-09,21000.0,Card
312,156,2024-01-10,14000.0,UPI
313,157,2024-01-10,20000.0,UPI
314,158,2024-01-11,12000.0,UPI
315,158,2024-01-12,9000.0,Card
316,158,2024-01-13,6000.0,UPI
317,159,2024-01-12,27000.0,UPI
318,159,2024-01-13,18000.0,Card
319,160,2024-01-13,17500.0,UPI
320,161,2024-01-14,16000.0,Cash
321,161,2024-01-15,12000.0,UPI
322,161,2024-01-16,8000.0,UPI
323,162,2024-01-15,18000.0,Cash
324,162,2024-01-16,12000.0,Card
325,163,2024-01-16,22500.0,UPI
326,164,2024-01-17,14000.0,UPI
327,164,2024-01-18,10500.0,Card
328,164,2024-01-19,7000.0,Cash
329,165,2024-01-18,24000.0,Card
330,165,2024-01-19,16000.0,Cash
331,166,2024-01-19,15000.0,Card
332,167,2024-01-20,18000.0,UPI
333,167,2024-01-21,13500.0,UPI
334,167,2024-01-22,9000.0,Card
335,168,2024-01-21,21000.0,Cash
336,168,2024-01-22,14000.0,Cash
337,169,2024-01-22,20000.0,Cash
338,170,2024-01-23,12000.0,UPI
339,170,2024-01-24,9000.0,Card
340,170,2024-01-25,6000.0,Cash
341,171,2024-01-24,27000.0,Card
342,171,2024-01-25,18000.0,UPI
343,172,2024-01-25,17500.0,Cash
344,173,2024-01-26,16000.0,UPI
345,173,2024-01-27,12000.0,Cash
346,173,2024-01-28,8000.0,Cash
347,174,2024-01-27,18000.0,Cash
348,174,2024-01-28,12000.0,Card
349,175,2024-01-28,22500.0,Card
350,176,2024-01-29,14000.0,UPI
351,176,2024-01-30,10500.0,Cash
352,176,2024-01-31,7000.0,Card
353,177,2024-01-30,24000.0,Card
354,177,2024-01-31,16000.0,Card
355,178,2024-01-31,15000.0,Card
356,179,2024-02-01,18000.0,Card
357,179,2024-02-02,13500.0,Cash
358,179,2024-02-03,9000.0,Card
359,180,2024-02-02,21000.0,Card
360,180,2024-02-03,14000.0,Card
361,181,2024-02-03,20000.0,Card
362,182,2024-02-04,12000.0,UPI
363,182,2024-02-05,9000.0,Card
364,182,2024-02-06,6000.0,Cash
365,183,2024-02-05,27000.0,Card
366,183,2024-02-06,18000.0,Cash
367,184,2024-02-06,17500.0,Card
368,185,2024-02-07,16000.0,Cash
369,185,2024-02-08,12000.0,Cash
370,185,2024-02-09,8000.0,Card
371,186,2024-02-08,18000.0,UPI
372,186,2024-02-09,12000.0,UPI
373,187,2024-02-09,22500.0,Card
374,188,2024-02-10,14000.0,UPI
375,188,2024-02-11,10500.0,Card
376,188,2024-02-12,7000.0,Cash
377,189,2024-02-11,24000.0,Cash
378,189,2024-02-12,16000.0,Card
379,190,2024-02-12,15000.0,Card
380,191,2024-02-13,18000.0,Card
381,191,2024-02-14,13500.0,UPI
382,191,2024-02-15,9000.0,UPI
383,192,2024-02-14,21000.0,Card
384,192,2024-02-15,14000.0,Card
385,193,2024-02-15,20000.0,Card
386,194,2024-02-16,12000.0,UPI
387,194,2024-02-17,9000.0,Card
388,194,2024-02-18,6000.0,UPI
389,195,2024-02-17,27000.0,UPI
390,195,2024-02-18,18000.0,Card
391,196,2024-02-18,17500.0,UPI
392,197,2024-02-19,16000.0,UPI
393,197,2024-02-20,12000.0,UPI
394,197,2024-02-21,8000.0,Cash
395,198,2024-02-20,18000.0,Card
396,198,2024-02-21,12000.0,UPI
397,199,2024-02-21,22500.0,Card
398,200,2024-02-22,14000.0,UPI
399,200,2024-02-23,10500.0,Card
400,200,2024-02-24,7000.0,UPI
401,201,2024-02-23,24000.0,UPI
402,201,2024-02-24,16000.0,Card
403,202,2024-02-24,15000.0,UPI
404,203,2024-02-25,18000.0,UPI
405,203,2024-02-26,13500.0,Card
406,203,2024-02-27,9000.0,Card
407,204,2024-02-26,21000.0,Cash
408,204,2024-02-27,14000.0,UPI
409,205,2024-02-27,20000.0,Card
410,206,2024-02-28,12000.0,UPI
411,206,2024-02-29,9000.0,Cash
412,206,2024-03-01,6000.0,Card
413,207,2024-02-29,27000.0,UPI
414,207,2024-03-01,18000.0,UPI
415,208,2024-03-01,17500.0,Card
416,209,2024-03-02,16000.0,UPI
417,209,2024-03-03,12000.0,Cash
418,209,2024-03-04,8000.0,Card
419,210,2024-03-03,18000.0,Card
420,210,2024-03-04,12000.0,UPI
421,211,2024-03-04,22500.0,Card
422,212,2024-03-05,14000.0,UPI
423,212,2024-03-06,10500.0,UPI
424,212,2024-03-07,7000.0,UPI
425,213,2024-03-06,24000.0,Card
426,213,2024-03-07,16000.0,Card
427,214,2024-03-07,15000.0,UPI
428,215,2024-03-08,18000.0,UPI
429,215,2024-03-09,13500.0,Cash
430,215,2024-03-10,9000.0,Card
431,216,2024-03-09,21000.0,Card
432,216,2024-03-10,14000.0,UPI
433,217,2024-03-10,20000.0,Card
434,218,2024-03-11,12000.0,Card
435,218,2024-03-12,9000.0,Card
436,218,2024-03-13,6000.0,UPI
437,219,2024-03-12,27000.0,Cash
438,219,2024-03-13,18000.0,Cash
439,220,2024-03-13,17500.0,Card
440,221,2024-03-14,16000.0,UPI
441,221,2024-03-15,12000.0,Cash
442,221,2024-03-16,8000.0,UPI
443,222,2024-03-15,18000.0,Card
444,222,2024-03-16,12000.0,Cash
445,223,2024-03-16,22500.0,Cash
446,224,2024-03-17,14000.0,UPI
447,224,2024-03-18,10500.0,UPI
448,224,2024-03-19,7000.0,Cash
449,225,2024-03-18,24000.0,Cash
450,225,2024-03-19,16000.0,Cash
451,226,2024-03-19,15000.0,Card
452,227,2024-03-20,18000.0,Card
453,227,2024-03-21,13500.0,Cash
454,227,2024-03-22,9000.0,UPI
455,228,2024-03-21,21000.0,Cash
456,228,2024-03-22,14000.0,Cash
457,229,2024-03-22,20000.0,Cash
458,230,2024-03-23,12000.0,Cash
459,230,2024-03-24,9000.0,Card
460,230,2024-03-25,6000.0,Card
461,231,2024-03-24,27000.0,Cash
462,231,2024-03-25,18000.0,Card
463,232,2024-03-25,17500.0,UPI
464,233,2024-03-26,16000.0,UPI
465,233,2024-03-27,12000.0,UPI
466,233,2024-03-28,8000.0,Cash
467,234,2024-03-27,18000.0,Cash
468,234,2024-03-28,12000.0,Cash
469,235,2024-03-28,22500.0,Cash
470,236,2024-03-29,14000.0,Cash
471,236,2024-03-30,10500.0,UPI
472,236,2024-03-31,7000.0,Cash
473,237,2024-03-30,24000.0,UPI
474,237,2024-03-31,16000.0,Cash
475,238,2024-03-31,15000.0,UPI
476,239,2024-04-01,18000.0,Cash
477,239,2024-04-02,13500.0,Cash
478,239,2024-04-03,9000.0,Card
479,240,2024-04-02,21000.0,Card
480,240,2024-04-03,14000.0,Cash
481,241,2024-04-03,20000.0,Cash
482,242,2024-04-04,12000.0,Cash
483,242,2024-04-05,9000.0,Cash
484,242,2024-04-06,6000.0,UPI
485,243,2024-04-05,27000.0,Cash
486,243,2024-04-06,18000.0,UPI
487,244,2024-04-06,17500.0,UPI
488,245,2024-04-07,16000.0,UPI
489,245,2024-04-08,12000.0,Cash
490,245,2024-04-09,8000.0,Cash
491,246,2024-04-08,18000.0,Card
492,246,2024-04-09,12000.0,Cash
493,247,2024-04-09,22500.0,Card
494,248,2024-04-10,14000.0,Cash
495,248,2024-04-11,10500.0,Card
496,248,2024-04-12,7000.0,Cash
497,249,2024-04-11,24000.0,UPI
498,249,2024-04-12,16000.0,Cash
499,250,2024-04-12,15000.0,UPI
500,251,2024-04-13,18000.0,Card
501,251,2024-04-14,13500.0,Cash
502,251,2024-04-15,9000.0,Card
503,252,2024-04-14,21000.0,Cash
504,252,2024-04-15,14000.0,Card
505,253,2024-04-15,20000.0,UPI
506,254,2024-04-16,12000.0,Card
507,254,2024-04-17,9000.0,Cash
508,254,2024-04-18,6000.0,UPI
509,255,2024-04-17,27000.0,Cash
510,255,2024-04-18,18000.0,UPI
511,256,2024-04-18,17500.0,UPI
512,257,2024-04-19,16000.0,Card
513,257,2024-04-20,12000.0,Card
514,257,2024-04-21,8000.0,Cash
515,258,2024-04-20,18000.0,UPI
516,258,2024-04-21,12000.0,Cash
517,259,2024-04-21,22500.0,Card
518,260,2024-04-22,14000.0,UPI
519,260,2024-04-23,10500.0,Card
520,260,2024-04-24,7000.0,Card
521,261,2024-04-23,24000.0,UPI
522,261,2024-04-24,16000.0,Cash
523,262,2024-04-24,15000.0,UPI
524,263,2024-04-25,18000.0,Cash
525,263,2024-04-26,13500.0,UPI
526,263,2024-04-27,9000.0,Card
527,264,2024-04-26,21000.0,Card
528,264,2024-04-27,14000.0,UPI
529,265,2024-04-27,20000.0,Card
530,266,2024-04-28,12000.0,Cash
531,266,2024-04-29,9000.0,Card
532,266,2024-04-30,6000.0,Cash
533,267,2024-04-29,27000.0,Card
534,267,2024-04-30,18000.0,UPI
535,268,2024-04-30,17500.0,Card
536,269,2024-05-01,16000.0,Card
537,269,2024-05-02,12000.0,Card
538,269,2024-05-03,8000.0,Card
539,270,2024-05-02,18000.0,Card
540,270,2024-05-03,12000.0,Card
541,271,2024-05-03,22500.0,UPI
542,272,2024-05-04,14000.0,Card
543,272,2024-05-05,10500.0,Cash
544,272,2024-05-06,7000.0,UPI
545,273,2024-05-05,24000.0,UPI
546,273,2024-05-06,16000.0,UPI
547,274,2024-05-06,15000.0,UPI
548,275,2024-05-07,18000.0,UPI
549,275,2024-05-08,13500.0,Cash
550,275,2024-05-09,9000.0,Cash
551,276,2024-05-08,21000.0,UPI
552,276,2024-05-09,14000.0,Card
553,277,2024-05-09,20000.0,Cash
554,278,2024-05-10,12000.0,Card
555,278,2024-05-11,9000.0,UPI
556,278,2024-05-12,6000.0,Card
557,279,2024-05-11,27000.0,Card
558,279,2024-05-12,18000.0,Cash
559,280,2024-05-12,17500.0,UPI
560,281,2024-05-13,16000.0,Cash
561,281,2024-05-14,12000.0,Cash
562,281,2024-05-15,8000.0,Card
563,282,2024-05-14,18000.0,UPI
564,282,2024-05-15,12000.0,Card
565,283,2024-05-15,22500.0,UPI
566,284,2024-05-16,14000.0,UPI
567,284,2024-05-17,10500.0,Cash
568,284,2024-05-18,7000.0,Cash
569,285,2024-05-17,24000.0,UPI
570,285,2024-05-18,16000.0,UPI
571,286,2024-05-18,15000.0,Card
572,287,2024-05-19,18000.0,UPI
573,287,2024-05-20,13500.0,Card
574,287,2024-05-21,9000.0,Card
575,288,2024-05-20,21000.0,UPI
576,288,2024-05-21,14000.0,Cash
577,289,2024-05-21,20000.0,Card
578,290,2024-05-22,12000.0,Card
579,290,2024-05-23,9000.0,Card
580,290,2024-05-24,6000.0,Cash
581,291,2024-05-23,27000.0,Card
582,291,2024-05-24,18000.0,Cash
583,292,2024-05-24,17500.0,UPI
584,293,2024-05-25,16000.0,UPI
585,293,2024-05-26,12000.0,Cash
586,293,2024-05-27,8000.0,UPI
587,294,2024-05-26,18000.0,Card
588,294,2024-05-27,12000.0,Cash
589,295,2024-05-27,22500.0,Card
590,296,2024-05-28,14000.0,UPI
591,296,2024-05-29,10500.0,Card
592,296,2024-05-30,7000.0,UPI
593,297,2024-05-29,24000.0,Cash
594,297,2024-05-30,16000.0,Cash
595,298,2024-05-30,15000.0,UPI
596,299,2024-05-31,18000.0,Cash
597,299,2024-06-01,13500.0,UPI
598,299,2024-06-02,9000.0,Cash
599,300,2024-01-03,21000.0,Cash
600,300,2024-01-04,14000.0,UPI
601,301,2024-01-04,20000.0,Cash
602,302,2024-01-05,12000.0,UPI
603,302,2024-01-06,9000.0,UPI
604,302,2024-01-07,6000.0,UPI
605,303,2024-01-06,27000.0,Cash
606,303,2024-01-07,18000.0,UPI
607,304,2024-01-07,17500.0,Cash
608,305,2024-01-08,16000.0,UPI
609,305,2024-01-09,12000.0,Card
610,305,2024-01-10,8000.0,Cash
611,306,2024-01-09,18000.0,Card
612,306,2024-01-10,12000.0,UPI
613,307,2024-01-10,22500.0,Card
614,308,2024-01-11,14000.0,Card
615,308,2024-01-12,10500.0,Cash
616,308,2024-01-13,7000.0,Card
617,309,2024-01-12,24000.0,Cash
618,309,2024-01-13,16000.0,UPI
619,310,2024-01-13,15000.0,UPI
620,311,2024-01-14,18000.0,UPI
621,311,2024-01-15,13500.0,Card
622,311,2024-01-16,9000.0,Card
623,312,2024-01-15,21000.0,UPI
624,312,2024-01-16,14000.0,Card
625,313,2024-01-16,20000.0,UPI
626,314,2024-01-17,12000.0,Cash
627,314,2024-01-18,9000.0,UPI
628,314,2024-01-19,6000.0,UPI
629,315,2024-01-18,27000.0,Cash
630,315,2024-01-19,18000.0,Card
631,316,2024-01-19,17500.0,UPI
632,317,2024-01-20,16000.0,Card
633,317,2024-01-21,12000.0,UPI
634,317,2024-01-22,8000.0,Card
635,318,2024-01-21,18000.0,Card
636,318,2024-01-22,12000.0,UPI
637,319,2024-01-22,22500.0,UPI
638,320,2024-01-23,14000.0,UPI
639,320,2024-01-24,10500.0,Cash
640,320,2024-01-25,7000.0,Cash
641,321,2024-01-24,24000.0,Card
642,321,2024-01-25,16000.0,Cash
643,322,2024-01-25,15000.0,Cash
644,323,2024-01-26,18000.0,Card
645,323,2024-01-27,13500.0,Card
646,323,2024-01-28,9000.0,Card
647,324,2024-01-27,21000.0,Card
648,324,2024-01-28,14000.0,Card
649,325,2024-01-28,20000.0,Card
650,326,2024-01-29,12000.0,UPI
651,326,2024-01-30,9000.0,Cash
652,326,2024-01-31,6000.0,UPI
653,327,2024-01-30,27000.0,Card
654,327,2024-01-31,18000.0,Card
655,328,2024-01-31,17500.0,Card
656,329,2024-02-01,16000.0,Card
657,329,2024-02-02,12000.0,Card
658,329,2024-02-03,8000.0,Card
659,330,2024-02-02,18000.0,Card
660,330,2024-02-03,12000.0,UPI
661,331,2024-02-03,22500.0,UPI
662,332,2024-02-04,14000.0,Cash
663,332,2024-02-05,10500.0,Cash
664,332,2024-02-06,7000.0,UPI
665,333,2024-02-05,24000.0,Cash
666,333,2024-02-06,16000.0,UPI
667,334,2024-02-06,15000.0,Cash
668,335,2024-02-07,18000.0,Card
669,335,2024-02-08,13500.0,Cash
670,335,2024-02-09,9000.0,Card
671,336,2024-02-08,21000.0,Card
672,336,2024-02-09,14000.0,Cash
673,337,2024-02-09,20000.0,Cash
674,338,2024-02-10,12000.0,Cash
675,338,2024-02-11,9000.0,UPI
676,338,2024-02-12,6000.0,UPI
677,339,2024-02-11,27000.0,Cash
678,339,2024-02-12,18000.0,Cash
679,340,2024-02-12,17500.0,Card
680,341,2024-02-13,16000.0,Card
681,341,2024-02-14,12000.0,Cash
682,341,2024-02-15,8000.0,UPI
683,342,2024-02-14,18000.0,Cash
684,342,2024-02-15,12000.0,Card
685,343,2024-02-15,22500.0,UPI
686,344,2024-02-16,14000.0,Cash
687,344,2024-02-17,10500.0,Cash
688,344,2024-02-18,7000.0,Cash
689,345,2024-02-17,24000.0,Cash
690,345,2024-02-18,16000.0,Cash
691,346,2024-02-18,15000.0,Card
692,347,2024-02-19,18000.0,Card
693,347,2024-02-20,13500.0,Card
694,347,2024-02-21,9000.0,Cash
695,348,2024-02-20,21000.0,UPI
696,348,2024-02-21,14000.0,Cash
697,349,2024-02-21,20000.0,Card
698,350,2024-02-22,12000.0,Cash
699,350,2024-02-23,9000.0,Card
700,350,2024-02-24,6000.0,UPI
701,351,2024-02-23,27000.0,Card
702,351,2024-02-24,18000.0,Card
703,352,2024-02-24,17500.0,UPI
704,353,2024-02-25,16000.0,UPI
705,353,2024-02-26,12000.0,UPI
706,353,2024-02-27,8000.0,Card
707,354,2024-02-26,18000.0,UPI
708,354,2024-02-27,12000.0,Cash
709,355,2024-02-27,22500.0,Cash
